0.413,0.759,0.668,2.244,0.17,2.696,0.121,2.293,0.124,0.107,0.099,0.103,0.183,0.121,0.277,0.106,0.107
0.186,0.256,0.381,2.247,0.116,2.499,0.128,6.115,0.127,0.125,0.112,0.105,0.093,0.09,0.092,0.088,0.086
0.179,0.267,0.391,2.642,0.128,2.882,2.239,4.475,0.158,0.146,0.154,0.182,0.108,0.106,0.119,0.179,0.173
2.36,0.467,0.699,6.843,0.245,5.975,0.244,2.449,0.129,0.112,0.102,0.124,0.137,0.111,0.492,0.159,1.254
0.205,0.288,0.661,3.606,0.23,5.665,0.594,3.573,0.113,0.124,0.093,0.132,0.145,0.34,0.092,0.103,0.092
0.269,0.382,0.379,5.868,0.334,4.245,0.12,2.471,0.107,0.12,0.099,0.106,0.102,0.116,0.118,0.123,0.125
0.27,0.274,0.405,2.345,0.158,5.998,0.129,2.242,0.105,0.101,0.123,0.102,0.093,0.101,0.097,0.115,0.094
0.18,0.224,0.358,2.179,0.128,3.039,0.175,4.941,0.127,0.106,0.108,0.103,0.09,0.092,0.089,0.092,0.163
0.231,0.445,0.388,2.128,0.137,2.286,0.112,3.217,0.198,0.26,0.115,0.115,0.124,0.111,0.101,0.089,0.084
0.172,0.425,0.471,3.325,0.138,2.282,0.12,4.073,0.112,0.124,0.486,0.117,0.157,0.152,0.14,0.104,0.106
0.202,0.277,0.46,3.215,0.114,2.234,0.161,2.411,0.111,0.115,0.111,0.107,0.223,0.139,0.106,0.133,0.126
0.192,0.293,0.45,3.005,0.229,2.721,0.131,2.708,0.108,0.106,0.086,0.134,0.106,0.095,0.087,0.087,0.112
0.188,0.234,0.352,2.231,0.149,2.47,0.205,2.352,0.121,0.21,0.118,0.166,0.123,0.12,0.105,0.102,0.112
0.271,0.458,0.871,4.222,0.162,3.275,0.198,5.31,0.217,0.125,0.143,0.124,0.285,0.136,0.134,0.141,0.337
0.351,1.596,0.654,4.35,0.22,2.976,0.145,3.32,0.137,0.129,0.131,0.164,0.121,0.169,0.135,0.192,0.132
0.269,1.006,0.636,6.284,0.147,3.015,0.151,3.115,0.16,0.15,0.136,0.174,0.305,0.14,0.145,0.133,0.105
0.204,0.432,0.637,4.923,0.159,2.698,0.129,3.512,0.207,0.231,0.645,0.244,0.286,0.233,0.281,0.207,0.183
0.913,0.421,0.837,7.717,0.21,3.546,0.136,2.27,0.162,0.148,0.246,0.113,0.099,0.099,0.124,0.093,0.101
0.171,0.297,0.684,2.472,0.147,4.427,0.57,2.304,0.113,0.112,0.09,0.096,0.094,0.092,0.131,0.11,0.111
0.191,0.221,0.364,2.286,0.12,2.364,0.18,6.452,0.219,0.168,0.138,0.143,0.134,0.163,0.109,0.11,0.129
1.749,0.496,0.632,2.734,0.15,5.861,0.139,2.275,0.117,0.095,0.163,0.093,0.1,0.135,0.204,0.127,0.106
0.182,0.245,0.381,2.179,0.136,6.843,0.139,2.316,0.106,0.144,0.107,0.094,0.086,0.087,0.092,0.086,0.155
0.2,0.448,2.038,4.49,0.135,2.336,0.124,2.438,0.152,0.099,0.097,0.113,0.132,0.096,0.167,0.165,0.142
0.297,0.401,0.878,2.771,0.164,2.316,0.155,2.248,0.15,0.1,0.091,0.106,0.095,0.088,0.117,0.127,0.223
0.192,0.244,0.378,2.291,0.142,6.363,0.12,2.452,0.104,0.105,0.095,0.096,0.094,0.087,0.128,0.101,0.098
0.202,0.239,0.35,2.418,0.123,2.156,0.126,2.284,0.695,0.104,0.108,0.145,0.139,0.1,0.09,0.096,0.1
0.193,0.246,0.617,4.416,0.128,2.675,0.127,2.312,0.109,0.084,0.14,0.098,0.091,0.088,0.088,0.084,0.1
0.223,0.237,0.366,2.165,0.124,2.278,0.148,5.598,0.142,0.147,0.104,0.1,0.113,0.102,0.108,0.096,0.099
0.18,0.287,0.567,2.332,0.115,2.617,0.114,2.245,0.106,0.104,0.248,0.56,0.098,0.146,0.209,0.107,0.093
0.178,0.274,0.387,5.781,0.125,2.644,0.129,2.375,0.188,0.146,0.107,0.111,0.113,0.101,0.12,0.099,0.114
0.206,0.221,0.353,2.217,0.13,2.336,0.108,3.938,0.151,0.135,0.157,0.175,0.116,0.104,0.138,0.118,0.109
0.319,0.281,1.171,3.472,0.174,3.365,0.128,5.158,0.14,0.144,0.118,0.108,0.101,0.103,0.085,0.098,0.1
0.178,0.208,0.39,2.217,0.14,5.948,0.16,2.279,0.116,0.111,0.176,0.105,0.098,0.129,0.102,0.096,0.121
0.239,0.258,0.358,2.149,0.121,2.39,0.13,2.232,0.115,0.126,0.123,0.128,0.121,0.136,0.117,0.118,0.1
