21.038
0.219
0.266
0.302
0.832
0.262
0.275
0.297
0.345
0.298
0.621
0.253
0.617
0.255
0.429
0.279
0.227
0.22
0.24
0.835
0.869
0.243
0.23
0.949
0.259
0.259
0.402
0.229
0.273
0.271
0.239
0.258
0.236
0.236
0.225
0.275
0.248
0.595
3.276
0.252
0.371
0.245
0.284
1.092
0.238
0.236
0.26
0.25
0.265
0.252
0.267
0.291
0.311
0.22
0.304
0.565
0.722
0.261
0.221
0.301
0.223
0.184
0.244
0.228
0.224
0.286
0.194
0.29
0.254
0.26
0.254
0.248
0.269
0.244
0.594
0.261
0.243
0.861
0.242
1.092
0.308
0.315
0.277
0.246
0.368
0.308
0.233
0.258
0.465
0.556
0.508
0.288
0.256
0.407
0.229
0.361
0.19
0.274
0.322
