1.748,248.17
0.102,163.7
0.109,240.971
13.679,238.003
0.14,185.35
0.186,261.842
0.247,394.092
0.209,248.907
0.181,172.343
0.11,171.54
0.144,203.626
0.196,199.385
0.105,241.822
0.165,164.169
0.134,241.919
0.186,176.709
0.201,194.176
0.603,191.914
0.11,195.394
0.265,221.171
0.131,168.035
0.151,170.619
0.112,172.73
0.124,174.892
0.769,185.755
0.147,172.661
0.122,170.3
0.123,173.617
0.109,163.075
0.115,209.131
0.112,204.5
1.347,277.504
0.118,182.068
0.254,230.621
0.107,184.568
0.115,165.313
0.176,192.87
0.129,161.178
0.113,213.352
0.183,169.141
0.108,161.686
0.183,169.688
0.119,161.162
0.112,161.838
0.172,182.567
0.118,161.145
0.128,171.19
0.121,160.478
0.111,160.451
0.118,206.578
0.128,165.451
0.121,159.547
0.116,167.947
0.122,160.155
0.114,162.807
0.109,180.445
0.122,161.917
0.117,160.669
0.116,174.609
0.114,162.421
0.114,180.766
0.118,162.798
0.107,161.734
0.111,166.952
0.235,167.752
0.113,161.53
0.12,188.145
0.119,163.31
0.108,160.901
0.119,168.926
0.125,161.479
0.118,160.52
0.123,185.539
0.114,162.131
0.116,161.02
0.149,158.439
0.122,160.706
0.122,178.126
0.188,198.019
0.225,181.35
0.135,224.825
0.343,162.871
0.114,182.767
0.132,171.405
0.112,161.764
0.111,164.287
0.172,164.618
0.12,161.614
0.121,175.283
0.121,167.543
0.12,162.45
0.119,164.382
0.211,162.271
0.112,172.631
0.143,159.428
0.12,159.636
0.112,168.062
0.127,165.435
0.123,161.046
