24.668
0.411
0.378
1.16
0.285
0.302
0.465
0.446
1.141
0.433
0.477
0.834
0.47
0.381
0.477
0.535
0.47
0.328
0.569
0.42
0.506
0.576
0.405
0.651
0.345
0.782
0.55
0.936
0.46
0.47
1.4
0.395
1.668
0.401
0.388
0.646
2.518
0.398
0.403
0.646
0.416
0.432
0.49
0.763
0.667
0.701
3.685
0.342
0.39
0.433
0.389
0.404
0.444
0.39
0.304
0.448
0.44
0.279
0.999
0.37
0.407
0.746
0.499
0.387
0.44
0.477
0.413
0.375
0.394
0.618
0.568
0.375
0.44
0.37
0.392
0.277
0.472
0.361
0.366
0.538
0.407
0.584
0.49
1.253
0.419
0.741
1.312
0.898
0.375
1.147
0.601
0.407
0.365
0.472
1.565
0.434
0.435
1.039
0.481
